"Hobby","Variable","Weight"
"Soap Making","Cooking.Skill",5
"Soap Making","Subject.Knowledge",9.7
"Soap Making","Learning.Aptitude",5.1
"Soap Making","Memory.Retention",2.8
"Soap Making","Spatial.Skills",2
"Soap Making","Creative.Fluency",7
"Soap Making","Tolerance.for.Repetition",5.4
"Soap Making","Singing.Ability",6.1
"Soap Making","Rhythm.Sense",7.6
"Soap Making","Teamwork.Skills",7.3
"Soap Making","Stress.Tolerance",0.5
"Soap Making","Adaptability",8
"Soap Making","Hobby.Specific.Training",5.4
"Soap Making","Hand.Stability",4
"Soap Making","Focus.Consistency",5.4
"Soap Making","Endurance",6.2
"Soap Making","Gaming.Reflexes",1.6
"Soap Making","Problem.Solving",4.2
"Soap Making","Pattern.Recognition",3.4
"Soap Making","Current.Stress.Level",3.6
"Soap Making","Anxiety.Level",1
"Soap Making","Mood.Depression",1.7
"Soap Making","Baseline.Happiness",1.7
"Soap Making","Resilience.to.Failure",3.8
"Soap Making","Energy.Level",9
"Soap Making","Mental.Fatigue",2.1
"Soap Making","Focus.Ability",4.2
"Soap Making","Desire.for.Solitude",3.2
"Soap Making","Outlet.for.Emotion",7.9
"Soap Making","Anger.Management",0.6
"Soap Making","Life.Satisfaction",2
"Soap Making","Burnout.Level",2.2
"Soap Making","Boredom.Proneness",9.9
"Soap Making","Need.for.Meaning",5.8
"Soap Making","Gratification.Preference",1.5
"Soap Making","Process.Orientation",2.8
"Soap Making","Therapeutic.Value",1.8
"Soap Making","Coping.Strategy.Need",1.3
"Soap Making","Motivational.Burnout",8
"Soap Making","Self.Awareness",5
"Soap Making","Restlessness",6.3
"Soap Making","Confidence.in.Hobby",3.4
"Soap Making","Perfection.Pressure",5.6
"Soap Making","Peer.Comparison.Anxiety",2.6
"Soap Making","Fear.of.Judgment",3.1
"Soap Making","Emotional.Reward",6.6
"Soap Making","Social.Energy",1.6
"Soap Making","Resonance.with.Identity",6.2
"Soap Making","Passion.Intensity",8.5
"Soap Making","Trendiness",1.3
"Soap Making","Media.Exposure",9
"Soap Making","Nostalgia",0.9
"Soap Making","Early.Success",3.6
"Soap Making","Beginner.Resources",6.1
"Soap Making","Advanced.Challenges",5.6
"Soap Making","Hobby.Evolution",1.1
"Soap Making","Safety.Measures",8
"Soap Making","Competition.Outcome",9.7
"Soap Making","Awards",1.9
"Soap Making","Peer.Accountability",9
"Soap Making","Multiple.Hobbies",5.6
"Soap Making","External.Obligations",9.4
"Soap Making","Housing.Stability",1.8
"Soap Making","Family.Expectations",7.9
"Soap Making","Work.Life.Balance",0.7
"Soap Making","Routine.Integration",8.8
"Soap Making","Cleanup.Effort",6.8
"Soap Making","Focus.Intensity",3.8
"Soap Making","Portability",2
"Soap Making","Climate.Change.Awareness",8.2
"Soap Making","Social.Perception",6.1
"Soap Making","Support.System",3.7
"Soap Making","Lifestyle.Fit",4.5
"Soap Making","Technology.Enhancement",8.3
"Soap Making","Goal.Alignment",3.5
"Soap Making","Identity.Fulfillment",1
"Soap Making","Cognitive.Load",9.1
"Soap Making","Self.Reflection",3.9
"Soap Making","Skill.Reinforcement",3.5
"Soap Making","Extra.Variable.271",2.1
"Soap Making","Extra.Variable.272",9
"Soap Making","Extra.Variable.273",2.3
"Soap Making","Extra.Variable.274",6.4
"Soap Making","Extra.Variable.275",8.8
"Soap Making","Extra.Variable.276",0.4
"Soap Making","Extra.Variable.277",8.3
"Soap Making","Extra.Variable.278",4.2
"Soap Making","Extra.Variable.279",6.6
"Soap Making","Extra.Variable.280",3.8
"Soap Making","Extra.Variable.281",7
"Soap Making","Extra.Variable.282",2.6
"Soap Making","Extra.Variable.283",0.3
"Soap Making","Extra.Variable.284",9.5
"Soap Making","Extra.Variable.285",0.3
"Soap Making","Extra.Variable.286",8.3
"Soap Making","Extra.Variable.287",1.8
"Soap Making","Extra.Variable.288",4
"Soap Making","Extra.Variable.289",8.2
"Soap Making","Extra.Variable.290",2.1
"Soap Making","Extra.Variable.291",8.7
"Soap Making","Extra.Variable.292",5
"Soap Making","Extra.Variable.293",3.7
"Soap Making","Extra.Variable.294",6.7
"Soap Making","Extra.Variable.295",3.5
"Soap Making","Extra.Variable.296",3.5
"Soap Making","Extra.Variable.297",7.4
"Soap Making","Extra.Variable.298",3.2
"Soap Making","Extra.Variable.299",2.1
"Soap Making","Extra.Variable.300",8.1
"Mixology","Gender..male.",8.1
"Mixology","Gender..female.",5
"Mixology","Age",5.3
"Mixology","Education.Level",7
"Mixology","Student.Status",5.1
"Mixology","Employment.Status",4.2
"Mixology","Occupation.Type",9.9
"Mixology","Income.Level",1.6
"Mixology","Living.Situation",6
"Mixology","Relationship.Status",8.9
"Mixology","Parental.Status",6.9
"Mixology","Urban.Environment",8.8
"Mixology","Rural.Environment",3.4
"Mixology","Suburban.Environment",2.8
"Mixology","Region..Geography.",8.5
"Mixology","Cultural.Ethnic.Background",4
"Mixology","Religious.Beliefs",7.1
"Mixology","Physical.Health.Status",1.6
"Mixology","Disability.Status",7.6
"Mixology","Mental.Health.Condition",5.5
"Mixology","Body.Image.Self.Consciousness",2.8
"Mixology","Language.Fluency",5
"Mixology","Generation.Identity",7
"Mixology","Parental.Encouragement",0.2
"Mixology","Family.Tradition",6.4
"Mixology","Peer.Economic.Status",5.5
"Mixology","Financial.Independence",2.3
"Mixology","Living.Expenses",7.6
"Mixology","Student.Loan.Burden",3.1
"Mixology","Rent.Burden",2.8
"Mixology","Openness.to.Experience",4.8
"Mixology","Conscientiousness",6.8
"Mixology","Extraversion",9.3
"Mixology","Introversion",1.5
"Mixology","Agreeableness",4
"Mixology","Neuroticism",0.8
"Mixology","Sensation.Seeking",7.6
"Mixology","Need.for.Novelty",4.5
"Mixology","Competitiveness",7.1
"Mixology","Creativity..Trait.",3.3
"Mixology","Curiosity",8.5
"Mixology","Patience",5.4
"Mixology","Attention.Span",9.4
"Mixology","Detail.Orientedness",0.9
"Mixology","Impulsivity",5.2
"Mixology","Self.Discipline",7.7
"Mixology","Self.Esteem",6
"Mixology","Shyness",0.3
"Mixology","Independence",9.7
"Mixology","Empathy",3.1
"Mixology","Analytical.Thinking",2.6
"Mixology","Playfulness",4.9
"Mixology","Workaholic.Attitude",5.5
"Mixology","Thrill.Seeking",7.7
"Mixology","Flexibility..Cognitive.",4
"Mixology","Perfectionism",4.5
"Mixology","Flow.Proneness",5.4
"Mixology","Optimism",4
"Mixology","Resilience",9.2
"Mixology","Assertiveness",8.5
"Mixology","Intrinsic.Motivation",4.6
"Mixology","Extrinsic.Motivation",0.1
"Mixology","Achievement.Drive",9
"Mixology","Desire.for.Recognition",1.3
"Mixology","Desire.for.Mastery",2.5
"Mixology","Desire.for.Relaxation",1.6
"Mixology","Social.Connection.Need",1.9
"Mixology","Creative.Expression.Need",8
"Mixology","Escapism",5.8
"Mixology","Boredom.Avoidance",9.6
"Mixology","Health.Consciousness",2.4
"Mixology","Personal.Growth",4.9
"Mixology","Identity.Expression",9.8
"Mixology","Fun.Orientation",8.3
"Mixology","Altruism",7.3
"Mixology","Therapeutic.Need",2
"Mixology","Habit.Strength",7.7
"Mixology","Peer.Approval",3.5
"Mixology","Obligation.Commitment",5.4
"Mixology","Curiosity.Driven.Exploration",6.1
"Mixology","Challenge.Seeking",6.1
"Mixology","Fear.of.Missing.Out",7.3
"Mixology","Self.Efficacy",6.7
"Mixology","Desire.for.Prestige",0.8
"Mixology","Perceived.Time.Value",4.6
"Mixology","Desire.for.Autonomy",6.7
"Mixology","Desire.for.Belonging",3
"Mixology","Desire.for.Exploration",3.2
"Mixology","Value.Congruence",1.3
"Mixology","Need.for.Feedback",4.2
"Mixology","Peer.Influence",9.9
"Mixology","Friends..Participation",2.9
"Mixology","Family.Support",5.4
"Mixology","Partner.Support",7.5
"Mixology","Social.Norms",0.2
"Mixology","Peer.Competition",9
"Mixology","Mentorship.Presence",3.9
"Mixology","Role.Models",8.7
"Mixology","Club.Group.Access",0.5
"Mixology","Sense.of.Community",1.5
"Mixology","Inclusivity.of.Community",3.3
"Mixology","Social.Recognition",3.5
"Mixology","Social.Media.Trends",8.5
"Mixology","Celebrity.Endorsement",0.2
"Mixology","Cultural.Stigma",6.4
"Mixology","Networking.Opportunities",1.4
"Mixology","Team.Dynamics",8.2
"Mixology","Event.Frequency",7.8
"Mixology","Friends..Judgment",5
"Mixology","Preferred.Group.Size",2.2
"Mixology","Time.with.Family",6.4
"Mixology","Age.of.Peers",1.6
"Mixology","Representation.in.Media",2
"Mixology","Workplace.Culture",6.3
"Mixology","School.Culture",9.9
"Mixology","Hobby.Popularity.in.Area",8.9
"Mixology","Encouragement.from.Others",6
"Mixology","Gift.Culture",5.4
"Mixology","Family.Hobby.Culture",10
"Mixology","Cultural.Tradition",5.5
"Mixology","Access.to.Facilities",4.3
"Mixology","Home.Space.Availability",9.1
"Mixology","Environmental.Proximity",2.4
"Mixology","Climate.Suitability",1.1
"Mixology","Urban.Infrastructure",6.4
"Mixology","Neighborhood.Safety",1
"Mixology","Local.Classes",3.8
"Mixology","Internet.Access",4.3
"Mixology","Free.Time",5.5
"Mixology","Schedule.Flexibility",9.9
"Mixology","Transportation.Access",2.3
"Mixology","Noise.Constraints",3.8
"Mixology","Light.Pollution",1.4
"Mixology","Air.Quality",6.1
"Mixology","Cost.of.Local.Access",7.3
"Mixology","Rental.Options",4.9
"Mixology","Supply.Store.Access",2.5
"Mixology","Resource.Competition",6.2
"Mixology","Supportive.Employer",5.4
"Mixology","Legal.Barriers",1.8
"Mixology","Public.Health.Concern",4.1
"Mixology","Home.Supportiveness",4.4
"Mixology","Workload",9.8
"Mixology","Relocation.Frequency",8.5
"Mixology","Insurance.Availability",7.4
"Mixology","Physical.Risk.Level",8.9
"Mixology","Weather.Conditions",7.4
"Mixology","Accessibility.for.Disabilities",9
"Mixology","COVID.Impact",0.6
"Mixology","Commuting.Distance",4.6
"Mixology","Disposable.Income",7.5
"Mixology","Startup.Costs",5.9
"Mixology","Ongoing.Costs",1.8
"Mixology","Ability.to.Monetize",3.5
"Mixology","Perceived.Value",3.2
"Mixology","Opportunity.Cost",2.7
"Mixology","Work.Hours",3.5
"Mixology","Job.Demands",5.2
"Mixology","Financial.Stress",8.6
"Mixology","Socioeconomic.Status",7.4
"Mixology","Parental.Financial.Support",8.4
"Mixology","Frugality.Mindset",8.8
"Mixology","Access.to.Credit",4.2
"Mixology","Economic.Climate",3.5
"Mixology","Used.Gear.Market",0.7
"Mixology","Resale.Value",9.3
"Mixology","Living.Cost.Burden",0.8
"Mixology","Transportation.Cost",7.4
"Mixology","Marketplace.Strength",3.8
"Mixology","Recession.Sensitivity",9.5
"Mixology","Equipment.Quality",4.3
"Mixology","Free.Alternatives",8.2
"Mixology","Scholarship.Availability",2.9
"Mixology","Workplace.Perks",3.1
"Mixology","Debt.Burden",6
"Mixology","Class.Based.Identity",10
"Mixology","Hobby.Affordability",5.2
"Mixology","Hobby.Elitism",9.4
"Mixology","Low.Cost.Hacks",7.9
"Mixology","Hobby.Inflation.Risk",8
"Mixology","Physical.Strength",4.4
"Mixology","Flexibility",3.9
"Mixology","Hand.Eye.Coordination",2
"Mixology","Fine.Motor.Skills",9.6
"Mixology","Artistic.Talent",9.6
"Mixology","Musical.Ability",7.5
"Mixology","Strategic.Thinking",3
"Mixology","Logical.Reasoning",2.5
"Mixology","Public.Speaking",9.9
"Mixology","Writing.Skill",0.8
"Mixology","Technical.Skill",8.5
"Mixology","Cooking.Skill",3.6
"Mixology","Subject.Knowledge",4.2
"Mixology","Learning.Aptitude",8.3
"Mixology","Memory.Retention",1
"Mixology","Spatial.Skills",3.6
"Mixology","Creative.Fluency",9.5
"Mixology","Tolerance.for.Repetition",7
"Mixology","Singing.Ability",7.6
"Mixology","Rhythm.Sense",7.6
"Mixology","Teamwork.Skills",0.7
"Mixology","Stress.Tolerance",2.1
"Mixology","Adaptability",5
"Mixology","Hobby.Specific.Training",3.7
"Mixology","Hand.Stability",4.2
"Mixology","Focus.Consistency",7.8
"Mixology","Endurance",0.2
"Mixology","Gaming.Reflexes",6.6
"Mixology","Problem.Solving",0.1
"Mixology","Pattern.Recognition",0.7
"Mixology","Current.Stress.Level",4.1
"Mixology","Anxiety.Level",8.4
"Mixology","Mood.Depression",1.5
"Mixology","Baseline.Happiness",5.6
"Mixology","Resilience.to.Failure",6.8
"Mixology","Energy.Level",2.4
"Mixology","Mental.Fatigue",5.2
"Mixology","Focus.Ability",9.1
"Mixology","Desire.for.Solitude",5.2
"Mixology","Outlet.for.Emotion",1.7
"Mixology","Anger.Management",6.3
"Mixology","Life.Satisfaction",6
"Mixology","Burnout.Level",0.4
"Mixology","Boredom.Proneness",1
"Mixology","Need.for.Meaning",1.7
"Mixology","Gratification.Preference",1.4
"Mixology","Process.Orientation",2.7
"Mixology","Therapeutic.Value",4.6
"Mixology","Coping.Strategy.Need",3.8
"Mixology","Motivational.Burnout",8.9
"Mixology","Self.Awareness",6.2
"Mixology","Restlessness",8.8
"Mixology","Confidence.in.Hobby",5.3
"Mixology","Perfection.Pressure",1
"Mixology","Peer.Comparison.Anxiety",4.7
"Mixology","Fear.of.Judgment",8.2
"Mixology","Emotional.Reward",2
"Mixology","Social.Energy",1
"Mixology","Resonance.with.Identity",3.4
"Mixology","Passion.Intensity",4
"Mixology","Trendiness",3.1
"Mixology","Media.Exposure",1.4
"Mixology","Nostalgia",2.6
"Mixology","Early.Success",6.9
"Mixology","Beginner.Resources",3.9
"Mixology","Advanced.Challenges",6.4
"Mixology","Hobby.Evolution",5.4
"Mixology","Safety.Measures",5.5
"Mixology","Competition.Outcome",2.6
"Mixology","Awards",5.3
"Mixology","Peer.Accountability",0.3
"Mixology","Multiple.Hobbies",4.4
"Mixology","External.Obligations",5.8
"Mixology","Housing.Stability",1.9
"Mixology","Family.Expectations",2.6
"Mixology","Work.Life.Balance",2.3
"Mixology","Routine.Integration",0.8
"Mixology","Cleanup.Effort",3.5
"Mixology","Focus.Intensity",9.8
"Mixology","Portability",3.6
"Mixology","Climate.Change.Awareness",4.7
"Mixology","Social.Perception",6.6
"Mixology","Support.System",6.5
"Mixology","Lifestyle.Fit",9.5
"Mixology","Technology.Enhancement",8.6
"Mixology","Goal.Alignment",8
"Mixology","Identity.Fulfillment",9.5
"Mixology","Cognitive.Load",2.4
"Mixology","Self.Reflection",6.2
"Mixology","Skill.Reinforcement",8.9
"Mixology","Extra.Variable.271",6.3
"Mixology","Extra.Variable.272",9.8
"Mixology","Extra.Variable.273",1.1
"Mixology","Extra.Variable.274",4.4
"Mixology","Extra.Variable.275",9.8
"Mixology","Extra.Variable.276",3.9
"Mixology","Extra.Variable.277",7.4
"Mixology","Extra.Variable.278",0.4
"Mixology","Extra.Variable.279",7
"Mixology","Extra.Variable.280",9.4
"Mixology","Extra.Variable.281",3.9
"Mixology","Extra.Variable.282",0.3
"Mixology","Extra.Variable.283",0.4
"Mixology","Extra.Variable.284",8.9
"Mixology","Extra.Variable.285",7.3
"Mixology","Extra.Variable.286",1.2
"Mixology","Extra.Variable.287",0.6
"Mixology","Extra.Variable.288",8.1
"Mixology","Extra.Variable.289",8.1
"Mixology","Extra.Variable.290",1.3
"Mixology","Extra.Variable.291",3.1
"Mixology","Extra.Variable.292",7.8
"Mixology","Extra.Variable.293",5.3
"Mixology","Extra.Variable.294",9.6
"Mixology","Extra.Variable.295",4.9
"Mixology","Extra.Variable.296",6.8
"Mixology","Extra.Variable.297",5.1
"Mixology","Extra.Variable.298",9.4
"Mixology","Extra.Variable.299",4
"Mixology","Extra.Variable.300",2.4
"Wine Tasting","Gender..male.",3.3
"Wine Tasting","Gender..female.",8.5
"Wine Tasting","Age",5
"Wine Tasting","Education.Level",3.6
"Wine Tasting","Student.Status",5.5
"Wine Tasting","Employment.Status",1.4
"Wine Tasting","Occupation.Type",0.2
"Wine Tasting","Income.Level",2.9
"Wine Tasting","Living.Situation",6.1
"Wine Tasting","Relationship.Status",7.1
"Wine Tasting","Parental.Status",8.3
"Wine Tasting","Urban.Environment",9.3
"Wine Tasting","Rural.Environment",4.2
"Wine Tasting","Suburban.Environment",7.4
"Wine Tasting","Region..Geography.",0.8
"Wine Tasting","Cultural.Ethnic.Background",0.7
"Wine Tasting","Religious.Beliefs",1.3
"Wine Tasting","Physical.Health.Status",4.5
"Wine Tasting","Disability.Status",2.2
"Wine Tasting","Mental.Health.Condition",2.9
"Wine Tasting","Body.Image.Self.Consciousness",6.5
"Wine Tasting","Language.Fluency",3.6
"Wine Tasting","Generation.Identity",5.6
"Wine Tasting","Parental.Encouragement",4.2
"Wine Tasting","Family.Tradition",1.8
"Wine Tasting","Peer.Economic.Status",0.8
"Wine Tasting","Financial.Independence",2.4
"Wine Tasting","Living.Expenses",0.7
"Wine Tasting","Student.Loan.Burden",6.2
"Wine Tasting","Rent.Burden",8
"Wine Tasting","Openness.to.Experience",3.5
"Wine Tasting","Conscientiousness",3.9
"Wine Tasting","Extraversion",8.2
"Wine Tasting","Introversion",2.3
"Wine Tasting","Agreeableness",1.3
"Wine Tasting","Neuroticism",5.1
"Wine Tasting","Sensation.Seeking",6.5
"Wine Tasting","Need.for.Novelty",6
"Wine Tasting","Competitiveness",7.2
"Wine Tasting","Creativity..Trait.",0.7
"Wine Tasting","Curiosity",4.3
"Wine Tasting","Patience",2.5
"Wine Tasting","Attention.Span",7.6
"Wine Tasting","Detail.Orientedness",8.7
"Wine Tasting","Impulsivity",2.9
"Wine Tasting","Self.Discipline",1
"Wine Tasting","Self.Esteem",2.6
"Wine Tasting","Shyness",1.1
"Wine Tasting","Independence",3.3
"Wine Tasting","Empathy",5.4
"Wine Tasting","Analytical.Thinking",9.7
"Wine Tasting","Playfulness",4.1
"Wine Tasting","Workaholic.Attitude",2.3
"Wine Tasting","Thrill.Seeking",1.8
"Wine Tasting","Flexibility..Cognitive.",1.8
"Wine Tasting","Perfectionism",2
"Wine Tasting","Flow.Proneness",7.6
"Wine Tasting","Optimism",0.7
"Wine Tasting","Resilience",10
"Wine Tasting","Assertiveness",5.3
"Wine Tasting","Intrinsic.Motivation",5.5
"Wine Tasting","Extrinsic.Motivation",3.6
"Wine Tasting","Achievement.Drive",6.9
"Wine Tasting","Desire.for.Recognition",4.8
"Wine Tasting","Desire.for.Mastery",3.4
"Wine Tasting","Desire.for.Relaxation",2.7
"Wine Tasting","Social.Connection.Need",9.3
"Wine Tasting","Creative.Expression.Need",3
"Wine Tasting","Escapism",4.4
"Wine Tasting","Boredom.Avoidance",3.6
"Wine Tasting","Health.Consciousness",1
"Wine Tasting","Personal.Growth",1.9
"Wine Tasting","Identity.Expression",2
"Wine Tasting","Fun.Orientation",7
"Wine Tasting","Altruism",4.1
"Wine Tasting","Therapeutic.Need",7.8
"Wine Tasting","Habit.Strength",7.1
"Wine Tasting","Peer.Approval",2
"Wine Tasting","Obligation.Commitment",5.7
"Wine Tasting","Curiosity.Driven.Exploration",7.5
"Wine Tasting","Challenge.Seeking",6.4
"Wine Tasting","Fear.of.Missing.Out",6
"Wine Tasting","Self.Efficacy",7.4
"Wine Tasting","Desire.for.Prestige",0.7
"Wine Tasting","Perceived.Time.Value",7.3
"Wine Tasting","Desire.for.Autonomy",2.8
"Wine Tasting","Desire.for.Belonging",5.8
"Wine Tasting","Desire.for.Exploration",2.5
